iterationName	gameid	time	trialNum	trialType	questionNumber	firstRole	sender	underlyingWorld	timeFromMessage	gridState	cellAskedAbout	answer	eventType
testing	9103-3129838a-8e37-48cb-b179-a08226929bcf	1550774331198	1	practice	1	leader	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"unsafe","B2":"unsafe","B3":"safe","C1":"safe","C2":"safe","C3":"safe"}	28240	{"safe":["C2","C3"],"unsafe":[]}	C1	C1	answer
testing	9103-3129838a-8e37-48cb-b179-a08226929bcf	1550774377057	3	random	1	leader	human	{"A1":"unsafe","A2":"safe","A3":"safe","B1":"unsafe","B2":"unsafe","B3":"safe","C1":"safe","C2":"safe","C3":"safe"}	25142	{"safe":["B3","C2"],"unsafe":[]}	A3	A3,C3	answer
testing	9103-3129838a-8e37-48cb-b179-a08226929bcf	1550774410788	5	random	1	leader	human	{"A1":"unsafe","A2":"safe","A3":"safe","B1":"safe","B2":"safe","B3":"safe","C1":"unsafe","C2":"safe","C3":"unsafe"}	10860	{"safe":["A2","B2","B3"],"unsafe":[]}	C2	C2	answer
testing	9103-3129838a-8e37-48cb-b179-a08226929bcf	1550774461525	7	blocked	1	leader	human	{"A1":"safe","A2":"unsafe","A3":"unsafe","B1":"safe","B2":"safe","B3":"safe","C1":"safe","C2":"safe","C3":"safe"}	17489	{"safe":["B2"],"unsafe":[]}	B3	B1,B3	answer
testing	9103-3129838a-8e37-48cb-b179-a08226929bcf	1550774508882	9	random	1	leader	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"safe","B2":"unsafe","B3":"unsafe","C1":"safe","C2":"safe","C3":"safe"}	15019	{"safe":["A2"],"unsafe":[]}	A1	A1,A3	answer
testing	9103-3129838a-8e37-48cb-b179-a08226929bcf	1550774553107	11	random	1	leader	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"unsafe","B2":"unsafe","B3":"safe","C1":"unsafe","C2":"unsafe","C3":"safe"}	13549	{"safe":["A3"],"unsafe":[]}	B3	B3,C3	answer
testing	9103-3129838a-8e37-48cb-b179-a08226929bcf	1550774593984	13	random	1	leader	human	{"A1":"safe","A2":"unsafe","A3":"safe","B1":"safe","B2":"unsafe","B3":"unsafe","C1":"safe","C2":"safe","C3":"safe"}	20852	{"safe":["C3"],"unsafe":[]}	B3	B3,C2	answer
testing	9103-3129838a-8e37-48cb-b179-a08226929bcf	1550774611862	13	random	2	leader	human	{"A1":"safe","A2":"unsafe","A3":"safe","B1":"safe","B2":"unsafe","B3":"unsafe","C1":"safe","C2":"safe","C3":"safe"}	38729	{"safe":["C3","C2"],"unsafe":["B3"]}	A2	A2,B1	answer
testing	9103-3129838a-8e37-48cb-b179-a08226929bcf	1550774622901	13	random	3	leader	human	{"A1":"safe","A2":"unsafe","A3":"safe","B1":"safe","B2":"unsafe","B3":"unsafe","C1":"safe","C2":"safe","C3":"safe"}	49767	{"safe":["C3","C2","B1"],"unsafe":["B3","A2"]}	A1	A1,C1	answer
testing	9103-3129838a-8e37-48cb-b179-a08226929bcf	1550774649000	15	random	1	leader	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"safe","B2":"unsafe","B3":"safe","C1":"safe","C2":"unsafe","C3":"unsafe"}	8001	{"safe":["A1","A2","B1"],"unsafe":[]}	A3	A3	answer
testing	9103-3129838a-8e37-48cb-b179-a08226929bcf	1550774690869	17	pragmatic	1	leader	human	{"A1":"safe","A2":"unsafe","A3":"safe","B1":"safe","B2":"safe","B3":"unsafe","C1":"safe","C2":"safe","C3":"safe"}	11441	{"safe":["B1"],"unsafe":[]}	C1	A1,C1	answer
testing	9103-3129838a-8e37-48cb-b179-a08226929bcf	1550774724217	19	empty	1	leader	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"safe","B2":"safe","B3":"safe","C1":"safe","C2":"safe","C3":"safe"}	15698	{"safe":[],"unsafe":[]}	B1	A1,B1	answer
testing	9103-3129838a-8e37-48cb-b179-a08226929bcf	1550774731403	19	empty	2	leader	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"safe","B2":"safe","B3":"safe","C1":"safe","C2":"safe","C3":"safe"}	22886	{"safe":["B1","A1"],"unsafe":[]}	C1	C1	answer
