iterationName	gameid	time	trialNum	trialType	questionNumber	firstRole	sender	underlyingWorld	timeFromMessage	gridState	cellAskedAbout	answer	eventType
testing	3097-97be2a31-1c4d-4d20-9d55-40dd996b8837	1550774374139	1	practice	1	leader	human	{"A1":"safe","A2":"unsafe","A3":"unsafe","B1":"safe","B2":"unsafe","B3":"unsafe","C1":"safe","C2":"safe","C3":"safe"}	19266	{"safe":["A1","B1"],"unsafe":[]}	C1	C1	answer
testing	3097-97be2a31-1c4d-4d20-9d55-40dd996b8837	1550774446054	3	random	1	leader	human	{"A1":"unsafe","A2":"safe","A3":"safe","B1":"safe","B2":"safe","B3":"safe","C1":"safe","C2":"safe","C3":"safe"}	19406	{"safe":["A3","B3","C1","C2"],"unsafe":[]}	C3	C3	answer
testing	3097-97be2a31-1c4d-4d20-9d55-40dd996b8837	1550774510478	5	random	1	leader	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"unsafe","B2":"safe","B3":"safe","C1":"unsafe","C2":"unsafe","C3":"safe"}	13860	{"safe":["A1","A3","B2"],"unsafe":[]}	A2	A2	answer
testing	3097-97be2a31-1c4d-4d20-9d55-40dd996b8837	1550774568073	7	random	1	leader	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"safe","B2":"safe","B3":"unsafe","C1":"unsafe","C2":"safe","C3":"unsafe"}	35885	{"safe":["A1","B1"],"unsafe":[]}	B3	A3,B3	answer
testing	3097-97be2a31-1c4d-4d20-9d55-40dd996b8837	1550774582629	7	random	2	leader	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"safe","B2":"safe","B3":"unsafe","C1":"unsafe","C2":"safe","C3":"unsafe"}	50441	{"safe":["A1","B1","A3"],"unsafe":["B3"]}	A2	A2	answer
testing	3097-97be2a31-1c4d-4d20-9d55-40dd996b8837	1550774669200	9	random	1	leader	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"unsafe","B2":"unsafe","B3":"safe","C1":"unsafe","C2":"safe","C3":"safe"}	29251	{"safe":["A1"],"unsafe":[]}	B1	B1,B3	answer
testing	3097-97be2a31-1c4d-4d20-9d55-40dd996b8837	1550774686386	9	random	2	leader	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"unsafe","B2":"unsafe","B3":"safe","C1":"unsafe","C2":"safe","C3":"safe"}	46437	{"safe":["A1","B3"],"unsafe":["B1"]}	C3	A3,C3	answer
testing	3097-97be2a31-1c4d-4d20-9d55-40dd996b8837	1550774740222	11	random	1	leader	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"safe","B2":"unsafe","B3":"safe","C1":"safe","C2":"unsafe","C3":"safe"}	12864	{"safe":["A2","A3"],"unsafe":[]}	A1	A1	answer
testing	3097-97be2a31-1c4d-4d20-9d55-40dd996b8837	1550774789636	13	blocked	1	leader	human	{"A1":"safe","A2":"unsafe","A3":"safe","B1":"safe","B2":"safe","B3":"safe","C1":"unsafe","C2":"safe","C3":"safe"}	31481	{"safe":["C2"],"unsafe":[]}	A2	A2,B3	answer
testing	3097-97be2a31-1c4d-4d20-9d55-40dd996b8837	1550774811870	13	blocked	2	leader	human	{"A1":"safe","A2":"unsafe","A3":"safe","B1":"safe","B2":"safe","B3":"safe","C1":"unsafe","C2":"safe","C3":"safe"}	53715	{"safe":["C2","B3"],"unsafe":["A2"]}	A3	A3,C3	answer
testing	3097-97be2a31-1c4d-4d20-9d55-40dd996b8837	1550774867187	15	empty	1	leader	human	{"A1":"unsafe","A2":"safe","A3":"safe","B1":"safe","B2":"safe","B3":"safe","C1":"unsafe","C2":"safe","C3":"safe"}	36039	{"safe":[],"unsafe":[]}	C3	C1,C3	answer
testing	3097-97be2a31-1c4d-4d20-9d55-40dd996b8837	1550774890045	15	empty	2	leader	human	{"A1":"unsafe","A2":"safe","A3":"safe","B1":"safe","B2":"safe","B3":"safe","C1":"unsafe","C2":"safe","C3":"safe"}	58897	{"safe":["C3"],"unsafe":["C1"]}	A3	A3	answer
testing	3097-97be2a31-1c4d-4d20-9d55-40dd996b8837	1550774901079	15	empty	3	leader	human	{"A1":"unsafe","A2":"safe","A3":"safe","B1":"safe","B2":"safe","B3":"safe","C1":"unsafe","C2":"safe","C3":"safe"}	69930	{"safe":["C3","A3"],"unsafe":["C1"]}	B3	B3	answer
testing	3097-97be2a31-1c4d-4d20-9d55-40dd996b8837	1550774945983	17	pragmatic	1	leader	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"unsafe","B2":"safe","B3":"unsafe","C1":"safe","C2":"safe","C3":"safe"}	17652	{"safe":["B2"],"unsafe":[]}	C2	A2,C2	answer
testing	3097-97be2a31-1c4d-4d20-9d55-40dd996b8837	1550774987427	19	random	1	leader	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"unsafe","B2":"safe","B3":"safe","C1":"unsafe","C2":"unsafe","C3":"safe"}	22874	{"safe":["A2","A3","B2"],"unsafe":[]}	C2	C2,C3	answer
testing	3097-97be2a31-1c4d-4d20-9d55-40dd996b8837	1550775006263	19	random	2	leader	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"unsafe","B2":"safe","B3":"safe","C1":"unsafe","C2":"unsafe","C3":"safe"}	41710	{"safe":["A2","A3","B2","C3"],"unsafe":["C2"]}	B3	B3	answer
