iterationName	gameid	time	trialNum	trialType	questionNumber	firstRole	sender	underlyingWorld	timeFromMessage	gridState	cellAskedAbout	answer	eventType
testing	2853-01ebe9c0-a724-445d-bc4c-c67e9aa02667	1550777963220	1	practice	1	leader	human	{"A1":"safe","A2":"safe","A3":"unsafe","B1":"safe","B2":"safe","B3":"safe","C1":"unsafe","C2":"safe","C3":"safe"}	22584	{"safe":["A2","B2"],"unsafe":[]}	C2	C2	answer
testing	2853-01ebe9c0-a724-445d-bc4c-c67e9aa02667	1550778011930	3	random	1	leader	human	{"A1":"safe","A2":"unsafe","A3":"safe","B1":"safe","B2":"safe","B3":"unsafe","C1":"safe","C2":"safe","C3":"safe"}	26430	{"safe":["A3","B1","C3"],"unsafe":[]}	B3	A2,B3	answer
testing	2853-01ebe9c0-a724-445d-bc4c-c67e9aa02667	1550778028561	3	random	2	leader	human	{"A1":"safe","A2":"unsafe","A3":"safe","B1":"safe","B2":"safe","B3":"unsafe","C1":"safe","C2":"safe","C3":"safe"}	43060	{"safe":["A3","B1","C3"],"unsafe":["B3","A2"]}	A1	A1	answer
testing	2853-01ebe9c0-a724-445d-bc4c-c67e9aa02667	1550778042245	3	random	3	leader	human	{"A1":"safe","A2":"unsafe","A3":"safe","B1":"safe","B2":"safe","B3":"unsafe","C1":"safe","C2":"safe","C3":"safe"}	56742	{"safe":["A3","B1","C3","A1"],"unsafe":["B3","A2"]}	C1	C1	answer
testing	2853-01ebe9c0-a724-445d-bc4c-c67e9aa02667	1550778093566	5	random	1	leader	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"unsafe","B2":"unsafe","B3":"safe","C1":"unsafe","C2":"safe","C3":"safe"}	26730	{"safe":["B3","C2","C3"],"unsafe":[]}	C1	B2,C1	answer
testing	2853-01ebe9c0-a724-445d-bc4c-c67e9aa02667	1550778115088	5	random	2	leader	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"unsafe","B2":"unsafe","B3":"safe","C1":"unsafe","C2":"safe","C3":"safe"}	48250	{"safe":["B3","C2","C3"],"unsafe":["C1","B2"]}	A1	A1,A2	answer
testing	2853-01ebe9c0-a724-445d-bc4c-c67e9aa02667	1550778126136	5	random	3	leader	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"unsafe","B2":"unsafe","B3":"safe","C1":"unsafe","C2":"safe","C3":"safe"}	59298	{"safe":["B3","C2","C3","A1","A2"],"unsafe":["C1","B2"]}	A3	A3	answer
testing	2853-01ebe9c0-a724-445d-bc4c-c67e9aa02667	1550778172811	7	empty	1	leader	human	{"A1":"safe","A2":"unsafe","A3":"safe","B1":"safe","B2":"safe","B3":"safe","C1":"safe","C2":"safe","C3":"safe"}	27174	{"safe":[],"unsafe":[]}	B1	A2,B1	answer
testing	2853-01ebe9c0-a724-445d-bc4c-c67e9aa02667	1550778185527	7	empty	2	leader	human	{"A1":"safe","A2":"unsafe","A3":"safe","B1":"safe","B2":"safe","B3":"safe","C1":"safe","C2":"safe","C3":"safe"}	38294	{"safe":["B1"],"unsafe":["A2"]}	B2	B2	answer
testing	2853-01ebe9c0-a724-445d-bc4c-c67e9aa02667	1550778192600	7	empty	3	leader	human	{"A1":"safe","A2":"unsafe","A3":"safe","B1":"safe","B2":"safe","B3":"safe","C1":"safe","C2":"safe","C3":"safe"}	46964	{"safe":["B1","B2"],"unsafe":["A2"]}	B3	B3	answer
testing	2853-01ebe9c0-a724-445d-bc4c-c67e9aa02667	1550778255485	9	random	1	leader	human	{"A1":"safe","A2":"unsafe","A3":"safe","B1":"safe","B2":"safe","B3":"safe","C1":"safe","C2":"unsafe","C3":"safe"}	39902	{"safe":["A1","A3","B1","C3"],"unsafe":[]}	A2	A2,B2	answer
testing	2853-01ebe9c0-a724-445d-bc4c-c67e9aa02667	1550778269122	9	random	2	leader	human	{"A1":"safe","A2":"unsafe","A3":"safe","B1":"safe","B2":"safe","B3":"safe","C1":"safe","C2":"unsafe","C3":"safe"}	53540	{"safe":["A1","A3","B1","C3","B2"],"unsafe":["A2"]}	B3	B3	answer
testing	2853-01ebe9c0-a724-445d-bc4c-c67e9aa02667	1550778306646	11	pragmatic	1	leader	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"safe","B2":"unsafe","B3":"unsafe","C1":"safe","C2":"safe","C3":"unsafe"}	12440	{"safe":["B1"],"unsafe":[]}	A1	A1	answer
testing	2853-01ebe9c0-a724-445d-bc4c-c67e9aa02667	1550778318086	11	pragmatic	2	leader	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"safe","B2":"unsafe","B3":"unsafe","C1":"safe","C2":"safe","C3":"unsafe"}	23879	{"safe":["B1","A1"],"unsafe":[]}	C1	C1	answer
testing	2853-01ebe9c0-a724-445d-bc4c-c67e9aa02667	1550778401874	13	random	1	leader	human	{"A1":"safe","A2":"unsafe","A3":"unsafe","B1":"safe","B2":"safe","B3":"safe","C1":"safe","C2":"unsafe","C3":"unsafe"}	19136	{"safe":["B3"],"unsafe":[]}	B1	B1,B2	answer
testing	2853-01ebe9c0-a724-445d-bc4c-c67e9aa02667	1550778460988	15	random	1	leader	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"safe","B2":"unsafe","B3":"safe","C1":"safe","C2":"unsafe","C3":"unsafe"}	26711	{"safe":["B1","C1"],"unsafe":[]}	B2	A2,B2	answer
testing	2853-01ebe9c0-a724-445d-bc4c-c67e9aa02667	1550778480721	15	random	2	leader	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"safe","B2":"unsafe","B3":"safe","C1":"safe","C2":"unsafe","C3":"unsafe"}	46445	{"safe":["B1","C1","A2"],"unsafe":["B2"]}	C3	A1,C3	answer
testing	2853-01ebe9c0-a724-445d-bc4c-c67e9aa02667	1550778491537	15	random	3	leader	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"safe","B2":"unsafe","B3":"safe","C1":"safe","C2":"unsafe","C3":"unsafe"}	57261	{"safe":["B1","C1","A2","A1"],"unsafe":["B2","C3"]}	A3	A3	answer
testing	2853-01ebe9c0-a724-445d-bc4c-c67e9aa02667	1550778549429	17	random	1	leader	human	{"A1":"safe","A2":"safe","A3":"unsafe","B1":"safe","B2":"safe","B3":"safe","C1":"unsafe","C2":"safe","C3":"unsafe"}	20524	{"safe":["A1","B1","B3"],"unsafe":[]}	C1	B2,C1	answer
testing	2853-01ebe9c0-a724-445d-bc4c-c67e9aa02667	1550778570732	17	random	2	leader	human	{"A1":"safe","A2":"safe","A3":"unsafe","B1":"safe","B2":"safe","B3":"safe","C1":"unsafe","C2":"safe","C3":"unsafe"}	41826	{"safe":["A1","B1","B3","B2"],"unsafe":["C1"]}	C2	A2,C2	answer
testing	2853-01ebe9c0-a724-445d-bc4c-c67e9aa02667	1550778624711	19	blocked	1	leader	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"safe","B2":"unsafe","B3":"safe","C1":"safe","C2":"safe","C3":"unsafe"}	34951	{"safe":["A3"],"unsafe":[]}	B3	A1,B3	answer
testing	2853-01ebe9c0-a724-445d-bc4c-c67e9aa02667	1550778645119	19	blocked	2	leader	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"safe","B2":"unsafe","B3":"safe","C1":"safe","C2":"safe","C3":"unsafe"}	55356	{"safe":["A3","B3","A1"],"unsafe":[]}	C3	B1,C3	answer
testing	2853-01ebe9c0-a724-445d-bc4c-c67e9aa02667	1550778654681	19	blocked	3	leader	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"safe","B2":"unsafe","B3":"safe","C1":"safe","C2":"safe","C3":"unsafe"}	64917	{"safe":["A3","B3","A1","B1"],"unsafe":["C3"]}	C1	C1	answer
