iterationName	gameid	time	trialNum	trialType	questionNumber	firstRole	sender	underlyingWorld	timeFromMessage	gridState	cellAskedAbout	answer	eventType
testing	1076-6e6e2a7a-b8e9-4627-bacc-9d7fa09fe091	1550787587465	0	practice	1	helper	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"unsafe","B2":"safe","B3":"unsafe","C1":"unsafe","C2":"safe","C3":"unsafe"}	45203	{"safe":["B2","C2"],"unsafe":[]}	A2	A2	answer
testing	1076-6e6e2a7a-b8e9-4627-bacc-9d7fa09fe091	1550787639161	2	random	1	helper	human	{"A1":"unsafe","A2":"safe","A3":"unsafe","B1":"safe","B2":"safe","B3":"safe","C1":"safe","C2":"safe","C3":"unsafe"}	25889	{"safe":["B2","C2"],"unsafe":[]}	A2	A2	answer
testing	1076-6e6e2a7a-b8e9-4627-bacc-9d7fa09fe091	1550787723241	4	random	1	helper	human	{"A1":"unsafe","A2":"safe","A3":"safe","B1":"unsafe","B2":"safe","B3":"unsafe","C1":"safe","C2":"safe","C3":"safe"}	29541	{"safe":[],"unsafe":[]}	A2	A1,A2	answer
testing	1076-6e6e2a7a-b8e9-4627-bacc-9d7fa09fe091	1550787767662	4	random	2	helper	human	{"A1":"unsafe","A2":"safe","A3":"safe","B1":"unsafe","B2":"safe","B3":"unsafe","C1":"safe","C2":"safe","C3":"safe"}	73973	{"safe":["A2"],"unsafe":["A1"]}	B2	B1,B2	answer
testing	1076-6e6e2a7a-b8e9-4627-bacc-9d7fa09fe091	1550787788381	4	random	3	helper	human	{"A1":"unsafe","A2":"safe","A3":"safe","B1":"unsafe","B2":"safe","B3":"unsafe","C1":"safe","C2":"safe","C3":"safe"}	94692	{"safe":["A2","B2"],"unsafe":["A1","B1"]}	C2	C2	answer
testing	1076-6e6e2a7a-b8e9-4627-bacc-9d7fa09fe091	1550787832165	6	random	1	helper	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"safe","B2":"unsafe","B3":"unsafe","C1":"safe","C2":"unsafe","C3":"safe"}	17789	{"safe":["A3","B1","C1","C3"],"unsafe":[]}	A1	A1	answer
testing	1076-6e6e2a7a-b8e9-4627-bacc-9d7fa09fe091	1550787892542	8	blocked	1	helper	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"safe","B2":"safe","B3":"safe","C1":"unsafe","C2":"safe","C3":"safe"}	20960	{"safe":["B1"],"unsafe":[]}	C1	C1	answer
testing	1076-6e6e2a7a-b8e9-4627-bacc-9d7fa09fe091	1550787906949	8	blocked	2	helper	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"safe","B2":"safe","B3":"safe","C1":"unsafe","C2":"safe","C3":"safe"}	35368	{"safe":["B1"],"unsafe":["C1"]}	C3	C3	answer
testing	1076-6e6e2a7a-b8e9-4627-bacc-9d7fa09fe091	1550787933597	8	blocked	3	helper	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"safe","B2":"safe","B3":"safe","C1":"unsafe","C2":"safe","C3":"safe"}	62017	{"safe":["B1","C3"],"unsafe":["C1"]}	A3	A3,B3	answer
testing	1076-6e6e2a7a-b8e9-4627-bacc-9d7fa09fe091	1550787992857	10	pragmatic	1	helper	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"safe","B2":"safe","B3":"unsafe","C1":"safe","C2":"unsafe","C3":"unsafe"}	36051	{"safe":["A1"],"unsafe":[]}	A2	A2,B3	answer
testing	1076-6e6e2a7a-b8e9-4627-bacc-9d7fa09fe091	1550788021547	10	pragmatic	2	helper	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"safe","B2":"safe","B3":"unsafe","C1":"safe","C2":"unsafe","C3":"unsafe"}	64747	{"safe":["A1","A2"],"unsafe":["B3"]}	A3	A3,C3	answer
testing	1076-6e6e2a7a-b8e9-4627-bacc-9d7fa09fe091	1550788094387	12	empty	1	helper	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"unsafe","B2":"safe","B3":"safe","C1":"unsafe","C2":"safe","C3":"safe"}	21772	{"safe":[],"unsafe":[]}	A2	A2	answer
testing	1076-6e6e2a7a-b8e9-4627-bacc-9d7fa09fe091	1550788120789	12	empty	2	helper	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"unsafe","B2":"safe","B3":"safe","C1":"unsafe","C2":"safe","C3":"safe"}	48172	{"safe":["A2"],"unsafe":[]}	B2	B1,B2	answer
