iterationName	gameid	time	trialNum	trialType	questionNumber	firstRole	sender	underlyingWorld	timeFromMessage	gridState	cellAskedAbout	answer	eventType
testing	1305-1ac82870-378e-4cea-9a1d-d0456a4bde0d	1550774110214	1	practice	1	leader	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"safe","B2":"safe","B3":"safe","C1":"safe","C2":"safe","C3":"safe"}	36106	{"safe":["A3","B3"],"unsafe":[]}	C3	C3	answer
testing	1305-1ac82870-378e-4cea-9a1d-d0456a4bde0d	1550774149939	3	random	1	leader	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"unsafe","B2":"safe","B3":"safe","C1":"safe","C2":"safe","C3":"safe"}	20024	{"safe":["A2","B3","C2","C3"],"unsafe":[]}	A3	A3	answer
testing	1305-1ac82870-378e-4cea-9a1d-d0456a4bde0d	1550774259314	5	random	1	leader	human	{"A1":"unsafe","A2":"safe","A3":"safe","B1":"safe","B2":"safe","B3":"unsafe","C1":"safe","C2":"safe","C3":"safe"}	36293	{"safe":["A2","B1","B2","C1","C3"],"unsafe":[]}	B3	B3,C2	answer
testing	1305-1ac82870-378e-4cea-9a1d-d0456a4bde0d	1550774291994	7	random	1	leader	human	{"A1":"safe","A2":"safe","A3":"unsafe","B1":"safe","B2":"safe","B3":"safe","C1":"safe","C2":"unsafe","C3":"safe"}	12404	{"safe":["A1","B1","B2","C3"],"unsafe":[]}	C1	C1	answer
testing	1305-1ac82870-378e-4cea-9a1d-d0456a4bde0d	1550774338002	9	random	1	leader	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"unsafe","B2":"safe","B3":"unsafe","C1":"safe","C2":"safe","C3":"unsafe"}	12032	{"safe":["A1","A3","B2"],"unsafe":[]}	A2	A2	answer
testing	1305-1ac82870-378e-4cea-9a1d-d0456a4bde0d	1550774405162	11	random	1	leader	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"unsafe","B2":"safe","B3":"safe","C1":"safe","C2":"safe","C3":"unsafe"}	32024	{"safe":["A3","B2","B3","C2"],"unsafe":[]}	B1	A2,B1	answer
testing	1305-1ac82870-378e-4cea-9a1d-d0456a4bde0d	1550774417401	11	random	2	leader	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"unsafe","B2":"safe","B3":"safe","C1":"safe","C2":"safe","C3":"unsafe"}	44263	{"safe":["A3","B2","B3","C2","A2"],"unsafe":["B1"]}	A1	A1	answer
testing	1305-1ac82870-378e-4cea-9a1d-d0456a4bde0d	1550774494572	13	blocked	1	leader	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"unsafe","B2":"safe","B3":"unsafe","C1":"safe","C2":"safe","C3":"unsafe"}	30090	{"safe":["C1"],"unsafe":[]}	B1	B1,C2	answer
testing	1305-1ac82870-378e-4cea-9a1d-d0456a4bde0d	1550774504236	13	blocked	2	leader	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"unsafe","B2":"safe","B3":"unsafe","C1":"safe","C2":"safe","C3":"unsafe"}	39754	{"safe":["C1","C2"],"unsafe":["B1"]}	A2	A2	answer
testing	1305-1ac82870-378e-4cea-9a1d-d0456a4bde0d	1550774516120	13	blocked	3	leader	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"unsafe","B2":"safe","B3":"unsafe","C1":"safe","C2":"safe","C3":"unsafe"}	51634	{"safe":["C1","C2","A2"],"unsafe":["B1"]}	B2	B2	answer
testing	1305-1ac82870-378e-4cea-9a1d-d0456a4bde0d	1550774574244	15	pragmatic	1	leader	human	{"A1":"safe","A2":"unsafe","A3":"safe","B1":"safe","B2":"safe","B3":"safe","C1":"safe","C2":"safe","C3":"unsafe"}	35271	{"safe":["B3"],"unsafe":[]}	B2	B1,B2	answer
testing	1305-1ac82870-378e-4cea-9a1d-d0456a4bde0d	1550774632678	17	empty	1	leader	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"safe","B2":"safe","B3":"safe","C1":"safe","C2":"safe","C3":"unsafe"}	35954	{"safe":[],"unsafe":[]}	C3	C2,C3	answer
testing	1305-1ac82870-378e-4cea-9a1d-d0456a4bde0d	1550774651007	17	empty	2	leader	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"safe","B2":"safe","B3":"safe","C1":"safe","C2":"safe","C3":"unsafe"}	54282	{"safe":["C2"],"unsafe":["C3"]}	A2	A2,B2	answer
testing	1305-1ac82870-378e-4cea-9a1d-d0456a4bde0d	1550774699301	19	random	1	leader	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"safe","B2":"safe","B3":"unsafe","C1":"unsafe","C2":"safe","C3":"safe"}	15535	{"safe":["A3","B1","B2","C2"],"unsafe":[]}	A2	A2	answer
